"ZipCode","PlaceName",State,County,Lat,Long,RAND #s
2453,Waltham,MA,Middlesex,42.3654,-71.2317,0.0584762051822407
34689,Tarpon Springs,FL,Pinellas,28.1385,-82.743,0.0584918474533295
85327,Cave Creek,AZ,Maricopa,33.8333,-111.9508,0.0584930938560269
20008,Washington,DC,District of Columbia,38.9363,-77.0599,0.0585013180693785
99173,Springdale,WA,Stevens,48.0022,-117.829,0.0585085935151161
79851,Sierra Blanca,TX,Hudspeth,31.1938,-105.3219,0.0585170104292136
18703,Wilkes Barre,PA,Luzerne,41.2421,-75.8857,0.0585841317636497
74052,Oilton,OK,Creek,36.0685,-96.5958,0.0585892253281304
72847,London,AR,Pope,35.3744,-93.2736,0.0586098158095176
50608,Austinville,IA,Butler,42.5824,-92.9599,0.0586213947748048
25019,Bickmore,WV,Clay,38.3729,-81.0868,0.0586374356640493
41537,Jenkins,KY,Letcher,37.1911,-82.6513,0.0586601524778011
58067,Rutland,ND,Sargent,46.0738,-97.5483,0.0586632330935336
61441,Ipava,IL,Fulton,40.3594,-90.2967,0.0586709697996007
78214,San Antonio,TX,Bexar,29.3641,-98.4924,0.0587207890334411
62036,Golden Eagle,IL,Calhoun,38.8961,-90.5602,0.0587799720761113
10039,New York,NY,New York,40.8265,-73.9383,0.0587843826176165
72434,Imboden,AR,Lawrence,36.1976,-91.1854,0.058825868787946
14454,Geneseo,NY,Livingston,42.7938,-77.7996,0.0588527146810434
19486,West Point,PA,Montgomery,40.2033,-75.3019,0.0589012839030577
85654,Rillito,AZ,Pima,32.4148,-111.1562,0.0589126432084879
12140,Poestenkill,NY,Rensselaer,42.6918,-73.5627,0.0589373929137251
14901,Elmira,NY,Chemung,42.1008,-76.812,0.0589954250228797
30348,Atlanta,GA,Fulton,33.8444,-84.4741,0.0590116939249487
97086,Happy Valley,OR,Multnomah,45.4446,-122.5372,0.0590159770865355
23450,Virginia Beach,VA,Virginia Beach (city),36.844,-76.1204,0.059025971133881
49845,Harris,MI,Menominee,45.6922,-87.3513,0.0590278130796647
72324,Cherry Valley,AR,Cross,35.3991,-90.7613,0.0590780082251637
56654,Loman,MN,Koochiching,48.5164,-93.8407,0.0591040279315952
65624,Cape Fair,MO,Stone,36.7311,-93.5674,0.0591257971271163
21619,Chester,MD,Queen Anne's,38.9583,-76.2842,0.0591827103199561
29292,Columbia,SC,Richland,34.006,-80.9708,0.0592017432732741
50119,Harvey,IA,Marion,41.303,-92.9318,0.0592051340959937
57236,Garden City,SD,Clark,44.9841,-97.5814,0.0592197829205344
29440,Georgetown,SC,Georgetown,33.4308,-79.3235,0.0592650155162949
45684,Stout,OH,Scioto,38.6546,-83.209,0.0592983888129522
74521,Albion,OK,Pushmataha,34.6516,-95.0924,0.059321495141776
76364,Harrold,TX,Wilbarger,34.0971,-99.0351,0.0593243553508077
83845,Moyie Springs,ID,Boundary,48.7464,-116.1796,0.0593558840892707
21542,Midland,MD,Allegany,39.5901,-78.9497,0.0593609332049874
37339,Gruetli Laager,TN,Grundy,35.3723,-85.618,0.0593661010625064
95410,Albion,CA,Mendocino,39.2131,-123.72,0.0594171917151252
81645,Minturn,CO,Eagle,39.5805,-106.4176,0.0595646277004805
15616,Armbrust,PA,Westmoreland,40.3602,-79.4398,0.0595760465635732
85132,Florence,AZ,Pinal,32.9969,-111.3612,0.0595928651400061
36564,Point Clear,AL,Baldwin,30.4741,-87.9192,0.0596634417017198
49257,Moscow,MI,Hillsdale,42.0548,-84.5039,0.0596657869718267
91501,Burbank,CA,Los Angeles,34.1862,-118.3009,0.0596938670105274
73056,Marshall,OK,Logan,36.1485,-97.6171,0.0597016000591287
7630,Emerson,NJ,Bergen,40.9755,-74.0285,0.0597559476076921
10542,Mahopac Falls,NY,Putnam,41.3726,-73.7601,0.0597942320900418
28164,Stanley,NC,Gaston,35.3516,-81.0959,0.0598272099473037
13671,Oxbow,NY,Jefferson,44.2873,-75.623,0.0598481364425597
97739,La Pine,OR,Deschutes,43.7091,-121.5194,0.0598721479771502
67625,Bogue,KS,Graham,39.3782,-99.6788,0.059875494640529
56573,Perham,MN,Otter Tail,46.6031,-95.5818,0.0598802336206779
13479,Washington Mills,NY,Oneida,43.0538,-75.2716,0.0599009063669804
98465,Tacoma,WA,Pierce,47.2491,-122.5273,0.0599073691863445
12073,Gallupville,NY,Schoharie,42.6626,-74.2326,0.0599201185380964
56484,Walker,MN,Cass,47.0877,-94.5847,0.0599211227122194
99352,Richland,WA,Benton,46.2522,-119.288,0.0599253872815848
60553,Steward,IL,Lee,41.8475,-89.0151,0.0599366929554496
1570,Webster,MA,Worcester,42.0521,-71.8486,0.0599624677034778
44440,Mineral Ridge,OH,Trumbull,41.1318,-80.7553,0.0599634191555072
33499,Boca Raton,FL,Palm Beach,26.3587,-80.0831,0.0600751702830268
32210,Jacksonville,FL,Duval,30.2687,-81.7473,0.0600902540927376
25612,Chauncey,WV,Logan,37.7662,-81.9876,0.0600947124577489
26555,Fairmont,WV,Marion,39.5143,-80.2185,0.060115399229503
64431,Clearmont,MO,Nodaway,40.5175,-95.0055,0.0601843137717569
45614,Bidwell,OH,Gallia,38.9276,-82.2701,0.0602047499662471
48433,Flushing,MI,Genesee,43.072,-83.8424,0.0602050118620311
56332,Garfield,MN,Douglas,45.9847,-95.5066,0.0602277938187771
7193,Newark,NJ,Essex,40.7357,-74.1724,0.0602639314863165
95926,Chico,CA,Butte,39.7458,-121.8444,0.060281827089696
91778,San Gabriel,CA,Los Angeles,34.0961,-118.1058,0.0602859551063274
44126,Cleveland,OH,Cuyahoga,41.4429,-81.853,0.0603232158169686
23303,Atlantic,VA,Accomack,37.9073,-75.5089,0.060384070467468
95679,Rumsey,CA,Yolo,38.8953,-122.3079,0.0603932254201303
31638,Morven,GA,Brooks,30.9416,-83.4993,0.0604125704745997
29927,Hardeeville,SC,Jasper,32.2635,-81.0669,0.0604695353424036
34143,Immokalee,FL,Collier,26.4642,-81.5047,0.0604948782912641
21015,Bel Air,MD,Harford,39.5303,-76.3153,0.0605322862508562
18825,Jackson,PA,Susquehanna,41.8203,-75.8046,0.0605901617659651
32180,Pierson,FL,Volusia,29.2226,-81.4353,0.0606006730156207
34697,Dunedin,FL,Pinellas,27.8918,-82.7248,0.0606455821098796
20708,Laurel,MD,Prince George's,39.0499,-76.8345,0.0606931725907356
65250,Franklin,MO,Howard,39.0668,-92.8316,0.060736925837701
77551,Galveston,TX,Galveston,29.2766,-94.8303,0.0607462085898238
99766,Point Hope,AK,North Slope,68.3486,-166.7347,0.0607684004458092
67752,Quinter,KS,Gove,39.0363,-100.2337,0.0607741790896715
11946,Hampton Bays,NY,Suffolk,40.8726,-72.5202,0.0608190406262029
78583,Rio Hondo,TX,Cameron,26.2339,-97.5513,0.0608223776740079
42048,Hardin,KY,Marshall,36.7762,-88.2622,0.0608656186849672
23117,Mineral,VA,Louisa,37.9986,-77.8781,0.0608772495797771
57242,Hazel,SD,Hamlin,44.7572,-97.3083,0.0608866689013297
53118,Dousman,WI,Waukesha,43.0142,-88.4726,0.0608983682112069
28373,Pinebluff,NC,Moore,35.1007,-79.4663,0.0609000412977707
72934,Chester,AR,Crawford,35.6898,-94.202,0.0609059131417457
63124,Saint Louis,MO,St. Louis,38.6372,-90.3776,0.0609402005435307
30273,Rex,GA,Clayton,33.5808,-84.2782,0.0609546004842244
21210,Baltimore,MD,Baltimore (city),39.3507,-76.6321,0.0609826623869323
18239,Milnesville,PA,Luzerne,40.9961,-75.9815,0.0610359334558243
19094,Woodlyn,PA,Delaware,39.876,-75.3463,0.0610385480978175
8755,Toms River,NJ,Ocean,39.9999,-74.2228,0.0610869834784438
80642,Hudson,CO,Weld,40.0606,-104.6532,0.0610901334760667
94235,Sacramento,CA,Sacramento,38.5816,-121.4944,0.0611186335728344
45864,Miller City,OH,Putnam,41.1038,-84.1315,0.0611751992252622
45102,Amelia,OH,Clermont,39.0211,-84.2112,0.0611892703272772
65704,Mansfield,MO,Wright,37.1273,-92.5936,0.0612409660913664
62473,Watson,IL,Effingham,38.9906,-88.5584,0.0612481530815966
72338,Frenchmans Bayou,AR,Mississippi,35.4591,-90.1884,0.0612487088081043
57569,Reliance,SD,Lyman,43.8789,-99.6032,0.0612996891732535
75488,Telephone,TX,Fannin,33.7979,-96.0449,0.0613490544670804
42345,Greenville,KY,Muhlenberg,37.2076,-87.1806,0.0613580530810188
98113,Seattle,WA,King,47.6716,-122.3411,0.0613860615321387
47975,Pine Village,IN,Warren,40.4328,-87.2317,0.0613862050335906
19964,Marydel,DE,Kent,39.0998,-75.7287,0.0614261311591281
78407,Corpus Christi,TX,Nueces,27.8042,-97.4356,0.0614573527929549
45719,Chauncey,OH,Athens,39.4002,-82.1302,0.0614840390933557
46776,Orland,IN,Steuben,41.7309,-85.1465,0.0614958141540322
13209,Syracuse,NY,Onondaga,43.0847,-76.2405,0.061532404968358
38941,Itta Bena,MS,Leflore,33.4798,-90.3394,0.0615396855756077
4212,Auburn,ME,Androscoggin,44.197,-70.2395,0.0615526401627087
32822,Orlando,FL,Orange,28.4944,-81.2902,0.0615748399635174
46403,Gary,IN,Lake,41.6036,-87.259,0.06158875372113
75643,Gary,TX,Panola,32.0334,-94.38,0.061591261304689
24279,Pound,VA,Wise,37.0927,-82.6016,0.06159702131219
18626,Laporte,PA,Sullivan,41.4329,-76.5169,0.0616319310293917
75227,Dallas,TX,Dallas,32.7672,-96.6836,0.0616506073526383
45322,Englewood,OH,Montgomery,39.877,-84.3319,0.0616528750529197
8848,Milford,NJ,Hunterdon,40.5929,-75.1025,0.0616861396834895
14618,Rochester,NY,Monroe,43.1122,-77.5618,0.0616892907672055
70380,Morgan City,LA,St. Mary,29.6977,-91.2654,0.0617306797771718
33189,Miami,FL,Miami-Dade,25.573,-80.3374,0.0617328381502585
70733,French Settlement,LA,Livingston,30.2952,-90.7951,0.0619053030749708
43934,Lansing,OH,Belmont,40.08,-80.8003,0.0620142625278227
15045,Glassport,PA,Allegheny,40.326,-79.8883,0.0620164981380436
95397,Modesto,CA,Stanislaus,37.6566,-121.0191,0.0620394319214568
28553,Marshallberg,NC,Carteret,34.7265,-76.5173,0.0620450415035024
87415,Flora Vista,NM,San Juan,36.8028,-108.0827,0.0620561873509956
85629,Sahuarita,AZ,Pima,31.9452,-111.0002,0.0620668393106898
58785,Surrey,ND,Ward,48.2365,-101.1216,0.0620690586071533
95644,Kit Carson,CA,Amador,38.6707,-120.1135,0.062084763943131
64136,Kansas City,MO,Jackson,39.0187,-94.4008,0.0620903508773431
59063,Park City,MT,Stillwater,45.6329,-108.9293,0.0620922696923589
33544,Wesley Chapel,FL,Pasco,28.2397,-82.3279,0.0621046194712339
24226,Clinchco,VA,Dickenson,37.1406,-82.3425,0.0621436010800741
71763,Sparkman,AR,Dallas,33.9143,-92.8532,0.0621614369485045
62075,Nokomis,IL,Montgomery,39.3036,-89.2853,0.0622028034530182
92251,Imperial,CA,Imperial,32.847,-115.573,0.0622787187687357
55571,Maple Plain,MN,Hennepin,45.0159,-93.4719,0.0622975849369726
80131,Louviers,CO,Douglas,39.4764,-105.0075,0.0622979946099823
67054,Greensburg,KS,Kiowa,37.6084,-99.3011,0.0622987744922343
40939,Fourmile,KY,Knox,36.7934,-83.7419,0.0623232485361336
45826,Chickasaw,OH,Mercer,40.437,-84.4933,0.0623533323956498
92508,Riverside,CA,Riverside,33.8897,-117.3043,0.0624275468228868
54162,Pulaski,WI,Brown,44.6611,-88.2634,0.0624397324076141
17220,Dry Run,PA,Franklin,40.1781,-77.7353,0.0624537598467193
68330,Cordova,NE,Seward,40.7185,-97.3407,0.0624641077024042
19612,Reading,PA,Berks,40.4389,-75.8853,0.0624830709741319
29650,Greer,SC,Greenville,34.8968,-82.2674,0.0624832392954189
68945,Heartwell,NE,Kearney,40.5716,-98.7851,0.0624859958333771
81639,Hayden,CO,Routt,40.4945,-107.2571,0.062498813820454
50011,Ames,IA,Story,42.036,-93.4652,0.0625317928652596
83644,Middleton,ID,Canyon,43.7191,-116.6112,0.0625409137540518
89427,Schurz,NV,Mineral,38.9575,-118.7756,0.0625413747747142
20104,Dulles,VA,Loudoun,39.0853,-77.6452,0.0625836134280996
59089,Wyola,MT,Big Horn,45.1089,-107.4303,0.0625959403026825
64075,Oak Grove,MO,Jackson,38.9985,-94.1399,0.0625991203907406
92504,Riverside,CA,Riverside,33.9315,-117.4119,0.0626464946461587
1509,Charlton Depot,MA,Worcester,42.1731,-71.9787,0.0626812651130267
62998,Wolf Lake,IL,Union,37.512,-89.4408,0.0626975248960153
71416,Cloutierville,LA,Natchitoches,31.5432,-92.9182,0.0627150274592541
64011,Bates City,MO,Lafayette,39.0219,-94.0798,0.0627306268436754
43447,Millbury,OH,Wood,41.5611,-83.4381,0.0627523672102733
96812,Honolulu,HI,Honolulu,21.3061,-157.8585,0.0627598722397893
22847,Quicksburg,VA,Shenandoah,38.7201,-78.7213,0.0627866356581946
73533,Duncan,OK,Stephens,34.5073,-97.9403,0.062812276971339
73638,Crawford,OK,Roger Mills,35.8368,-99.8064,0.0628205666945482
39044,Braxton,MS,Simpson,32.0016,-89.9672,0.0628491493124121
33550,Mango,FL,Hillsborough,27.9797,-82.3065,0.062854113159768
70427,Bogalusa,LA,Washington,30.7733,-89.8653,0.0628725777852077
60086,North Chicago,IL,Lake,42.4333,-87.7766,0.0628849339422529
95687,Vacaville,CA,Solano,38.3482,-121.9538,0.0628895979107442
51576,Underwood,IA,Pottawattamie,41.3603,-95.627,0.0628898891795315
62612,Ashland,IL,Cass,39.9386,-90.0792,0.0628913096896485
44865,Plymouth,OH,Richland,41.0003,-82.6635,0.062900735868954
77354,Magnolia,TX,Montgomery,30.2333,-95.5502,0.0629263746000973
90081,Los Angeles,CA,Los Angeles,34.0522,-118.2437,0.0629290494013134
45277,Cincinnati,OH,Hamilton,39.1668,-84.5382,0.0629672300943902
14733,Falconer,NY,Chautauqua,42.1239,-79.1895,0.0629675125949849
7763,Tennent,NJ,Monmouth,40.2796,-74.3343,0.0629890022619769
26224,Helvetia,WV,Randolph,38.7713,-80.1382,0.0630104090386868
4041,Hiram,ME,Oxford,43.8622,-70.8531,0.0630108009455835
32245,Jacksonville,FL,Duval,30.3449,-81.6831,0.0630376572858987
53578,Prairie Du Sac,WI,Sauk,43.2956,-89.7452,0.0630664423813948
48879,Saint Johns,MI,Clinton,43.0059,-84.5719,0.0631316626877112
27342,Sedalia,NC,Guilford,36.0756,-79.6206,0.0631371753731654
63655,Marquand,MO,Madison,37.4274,-90.1741,0.0631707060100284
25515,Gallipolis Ferry,WV,Mason,38.765,-82.1535,0.0631715534332177
18088,Walnutport,PA,Northampton,40.7615,-75.5657,0.0631738806084148
33021,Hollywood,FL,Broward,26.0218,-80.1891,0.0632065958165408
79707,Midland,TX,Midland,32.0199,-102.1476,0.0632188097775996
75709,Tyler,TX,Smith,32.3078,-95.3956,0.0632759650331178
48834,Fenwick,MI,Montcalm,43.1497,-85.0666,0.0633399998643
54770,Strum,WI,Trempealeau,44.5674,-91.3833,0.0633403273895258
37311,Cleveland,TN,Bradley,35.1313,-84.875,0.0634278862432669
64187,Kansas City,MO,Jackson,39.0997,-94.5786,0.0634406214794204
11577,Roslyn Heights,NY,Nassau,40.7845,-73.6403,0.0634562851750425
97867,North Powder,OR,Union,45.0317,-117.9337,0.063494471991044
36112,Montgomery,AL,Montgomery,32.3808,-86.3491,0.0635141976411774
79701,Midland,TX,Midland,31.9896,-102.0626,0.0635374028679975
33620,Tampa,FL,Hillsborough,28.06,-82.4079,0.0635480229594458
34731,Fruitland Park,FL,Lake,28.8639,-81.8998,0.0636291488308453
46634,South Bend,IN,St. Joseph,41.5968,-86.293,0.0636320780738173
6268,Storrs Mansfield,CT,Tolland,41.7997,-72.2478,0.0636331065280325
49751,Johannesburg,MI,Otsego,45.0152,-84.3857,0.063644963504634
53023,Glenbeulah,WI,Sheboygan,43.7666,-88.1049,0.0637549778277916
87545,Los Alamos,NM,Los Alamos,35.8639,-106.2953,0.0637754385809876
83850,Pinehurst,ID,Shoshone,47.5018,-116.2647,0.0638292172388753
71309,Alexandria,LA,Rapides,31.3047,-92.6196,0.0638494657923177
52163,Protivin,IA,Howard,43.217,-92.0927,0.0638666530111188
93023,Ojai,CA,Ventura,34.4451,-119.2565,0.0638768690704604
67585,Yoder,KS,Reno,37.9412,-97.8711,0.0638832515548942
16368,Irvine,PA,Warren,41.8117,-79.2643,0.0639064314638151
31827,Talbotton,GA,Talbot,32.6797,-84.5462,0.0639120151916838
11772,Patchogue,NY,Suffolk,40.7609,-72.9871,0.0639234597937279
98533,Cinebar,WA,Lewis,46.5793,-122.5687,0.0639695364662833
62889,Texico,IL,Jefferson,38.425,-88.8702,0.0639799562598643
68730,Crofton,NE,Knox,42.737,-97.5406,0.0639829191723451
97850,La Grande,OR,Union,45.3304,-118.0852,0.0639951802173003
25301,Charleston,WV,Kanawha,38.349,-81.6306,0.0640792127498304
29622,Anderson,SC,Anderson,34.5034,-82.6501,0.0641013235250849
50234,Rhodes,IA,Marshall,41.9177,-93.1796,0.0641160035761726
78933,Cat Spring,TX,Austin,29.7512,-96.39,0.0641191083463835
55805,Duluth,MN,St. Louis,46.7987,-92.0946,0.0641620802445525
90307,Inglewood,CA,Los Angeles,33.7866,-118.2987,0.0641672519706742
57035,Humboldt,SD,Minnehaha,43.612,-97.0697,0.0641740173427009
1966,Rockport,MA,Essex,42.658,-70.6194,0.0642003132182513
28515,Bayboro,NC,Pamlico,35.1526,-76.7518,0.0642036523245022
5681,Woodbury,VT,Washington,44.4548,-72.4036,0.0642420846957219
72956,Van Buren,AR,Crawford,35.454,-94.3278,0.0642756212793344
78934,Columbus,TX,Colorado,29.7032,-96.5527,0.0643138811352441
65049,Lake Ozark,MO,Camden,38.2003,-92.6684,0.064317259541097
62739,Springfield,IL,Sangamon,39.8017,-89.6437,0.0643186832087469
39661,Roxie,MS,Franklin,31.504,-91.0625,0.064322163037091
27350,Sophia,NC,Randolph,35.8298,-79.8986,0.0643407409029295
20905,Silver Spring,MD,Montgomery,39.1148,-77.0059,0.0643963885378437
12256,Albany,NY,Albany,42.6526,-73.7562,0.0644547292052905
99760,Nenana,AK,Yukon-Koyukuk (CA),64.5577,-149.0867,0.0644650650915233
48822,Eagle,MI,Clinton,42.8263,-84.759,0.0644685957090025
98801,Wenatchee,WA,Chelan,47.4253,-120.3273,0.0645667661746606
22108,Mc Lean,VA,Fairfax,38.9321,-77.1841,0.0645696036829563
16424,Linesville,PA,Crawford,41.6244,-80.4523,0.0646050113013428
92846,Garden Grove,CA,Orange,33.788,-118.0325,0.0646229827653257
93618,Dinuba,CA,Tulare,36.5349,-119.3909,0.0646356371767094
39832,Cedar Springs,GA,Early,31.1745,-85.037,0.0646673147399851
67950,Elkhart,KS,Morton,37.0154,-101.9012,0.0646860376046944
59703,Butte,MT,Silver Bow,45.9053,-112.6377,0.064688706244412
28562,New Bern,NC,Craven,35.1004,-77.1029,0.0646935814906215
70126,New Orleans,LA,Orleans,29.9987,-90.0446,0.064702233822968
13668,Norwood,NY,St. Lawrence,44.7472,-74.9992,0.0647033173745431
40023,Fisherville,KY,Jefferson,38.1652,-85.4282,0.0647067236778982
85017,Phoenix,AZ,Maricopa,33.5153,-112.1212,0.0647312032334417
40370,Sadieville,KY,Scott,38.3908,-84.5384,0.0647317657428471
71826,Bradley,AR,Lafayette,33.107,-93.6275,0.064739700524318
92859,Orange,CA,Orange,33.8027,-117.7867,0.0647706976419173
17976,Shenandoah,PA,Schuylkill,40.8167,-76.2035,0.0647836298752325
8872,Sayreville,NJ,Middlesex,40.46,-74.3478,0.0648545282248197
32872,Orlando,FL,Orange,28.5383,-81.3792,0.0648826827177915
23601,Newport News,VA,Newport News (city),37.058,-76.4607,0.0648848393035483
49033,Ceresco,MI,Calhoun,42.2127,-85.1128,0.0649017102520454
80301,Boulder,CO,Boulder,40.0497,-105.2143,0.0649637384716159
67578,Stafford,KS,Stafford,37.9554,-98.5929,0.0649709974114672
2447,Brookline Village,MA,Norfolk,42.3329,-71.1162,0.0649774550742911
37210,Nashville,TN,Davidson,36.1379,-86.741,0.0649817372928477
99004,Cheney,WA,Spokane,47.4943,-117.5834,0.0650470732632856
22580,Woodford,VA,Caroline,38.0847,-77.4399,0.0650580226431844
39572,Pearlington,MS,Hancock,30.2508,-89.6011,0.0650636409379851
65655,Gainesville,MO,Ozark,36.5901,-92.4162,0.0650894130610892
18241,Nuremberg,PA,Schuylkill,40.9395,-76.1716,0.0650985644904726
46816,Fort Wayne,IN,Allen,41.0165,-85.0976,0.0650995731441991
82516,Kinnear,WY,Fremont,43.2678,-108.9334,0.0651331357576338
48366,Lakeville,MI,Oakland,42.8214,-83.1502,0.0651547383198461
55041,Lake City,MN,Wabasha,44.4305,-92.2838,0.0651587291089809
70884,Baton Rouge,LA,East Baton Rouge Parish,30.5159,-91.0804,0.0651671215735193
65061,Morrison,MO,Gasconade,38.606,-91.658,0.0651883888522002
74523,Antlers,OK,Pushmataha,34.2349,-95.6254,0.0652721493236511
55112,Saint Paul,MN,Ramsey,45.0788,-93.1872,0.0653164132955661
62762,Springfield,IL,Sangamon,39.7495,-89.606,0.0653471958189866
66033,Greeley,KS,Anderson,38.3524,-95.1188,0.0653652540241765
75704,Tyler,TX,Smith,32.3738,-95.407,0.0654450196381505
56623,Baudette,MN,Lake of the Woods,48.6927,-94.5995,0.0654635239874601
54756,Nelson,WI,Buffalo,44.4295,-92.0007,0.0654771663349179
14812,Beaver Dams,NY,Schuyler,42.2798,-76.972,0.0654927044751791
41268,West Van Lear,KY,Johnson,37.7862,-82.7807,0.0655044690391412
43446,Middle Bass,OH,Ottawa,41.6835,-82.8047,0.06553307446724
28103,Marshville,NC,Union,35.0167,-80.3781,0.0655413945583296
75884,Tennessee Colony,TX,Anderson,31.8354,-95.8389,0.0655444476403206
62097,Worden,IL,Madison,38.9449,-89.8532,0.0655566522107622
5839,Glover,VT,Orleans,44.6747,-72.2131,0.0655628425133621
53103,Big Bend,WI,Waukesha,42.8885,-88.2122,0.0655840674098307
73722,Burlington,OK,Alfalfa,36.9036,-98.4215,0.0655933841093785
50860,Redding,IA,Ringgold,40.6053,-94.3595,0.0656015823246197
19544,Mount Aetna,PA,Berks,40.4187,-76.2944,0.0657128662896146
74036,Inola,OK,Rogers,36.1503,-95.5205,0.0657327299355005
35551,Delmar,AL,Winston,34.1701,-87.6059,0.0657343888737312
40437,Hustonville,KY,Lincoln,37.4595,-84.8528,0.0657353696694744
25054,Dawes,WV,Kanawha,38.0737,-81.4511,0.0657690210770302
29570,Mc Coll,SC,Marlboro,34.6704,-79.5597,0.0658622952363397
66039,Kincaid,KS,Anderson,38.1104,-95.1886,0.0658847177325612
92249,Heber,CA,Imperial,32.7218,-115.4383,0.0658896725101165
60033,Harvard,IL,McHenry,42.4227,-88.6048,0.0658969859581341
28333,Dudley,NC,Wayne,35.2926,-78.0273,0.0659449029023685
59772,Bozeman,MT,Gallatin,45.6361,-111.0647,0.0659571124433798
48882,Shaftsburg,MI,Shiawassee,42.804,-84.2959,0.0659787854759399
83271,Rockland,ID,Power,42.5556,-112.854,0.066002357183927
62016,Carrollton,IL,Greene,39.3009,-90.4092,0.0660091920675449
30349,Atlanta,GA,Fulton,33.6053,-84.4813,0.0660468100952368
30656,Monroe,GA,Walton,33.8386,-83.7104,0.0660519769452003
12831,Gansevoort,NY,Saratoga,43.1803,-73.7053,0.0660864080791548
62023,Eagarville,IL,Macoupin,39.1118,-89.7855,0.0661098707100299
47942,Earl Park,IN,Benton,40.6945,-87.4232,0.0661531613308111
89054,Sloan,NV,Clark,35.935,-115.2058,0.0661950110980569
19934,Camden Wyoming,DE,Kent,39.0991,-75.5966,0.0662599414318403
65754,Spokane,MO,Christian,36.8636,-93.2754,0.0662988296330545
68869,Ravenna,NE,Buffalo,41.0233,-98.9041,0.0663107041606793
61236,Barstow,IL,Rock Island,41.5147,-90.3577,0.0663142693348323
2777,Swansea,MA,Bristol,41.7473,-71.2122,0.06631533619828
2322,Avon,MA,Norfolk,42.1258,-71.0437,0.0663802424783946
28782,Tryon,NC,Polk,35.2157,-82.2394,0.0664059286163772
72121,Pangburn,AR,White,35.4216,-91.796,0.066418664073815
41180,Webbville,KY,Lawrence,38.1634,-82.7897,0.0664226135410753
93422,Atascadero,CA,San Luis Obispo,35.4754,-120.6638,0.0664258940850817
24985,Wayside,WV,Monroe,37.5937,-80.7458,0.0664292357375225
2862,Pawtucket,RI,Providence,41.8612,-71.3691,0.066468442711643
55441,Minneapolis,MN,Hennepin,45.0058,-93.4193,0.0664958004408314
2633,Chatham,MA,Barnstable,41.6889,-69.9722,0.0665007197879872
13783,Hancock,NY,Delaware,41.9914,-75.2647,0.0665017559926041
46613,South Bend,IN,St. Joseph,41.6546,-86.2479,0.0665142782238238
29340,Gaffney,SC,Cherokee,35.0615,-81.6491,0.066542714499202
15520,Acosta,PA,Somerset,40.1104,-79.0689,0.0665514567345126
43607,Toledo,OH,Lucas,41.6504,-83.5974,0.0665568009783015
17533,Hopeland,PA,Lancaster,40.2339,-76.2607,0.0665971258339514
67455,Lincoln,KS,Lincoln,39.1027,-98.2149,0.0665978451912747
53094,Watertown,WI,Jefferson,43.193,-88.7185,0.0666273528197113
19425,Chester Springs,PA,Chester,40.0978,-75.6398,0.0666485525291487
31716,Baconton,GA,Mitchell,31.3878,-84.1135,0.066664174299795
76106,Fort Worth,TX,Tarrant,32.7968,-97.356,0.0666793142952425
38365,Pickwick Dam,TN,Hardin,35.0383,-88.2256,0.0666799445753239
91711,Claremont,CA,Los Angeles,34.1092,-117.7183,0.0666982675241074
76439,Dennis,TX,Parker,32.6187,-97.9267,0.0667065667365557
27827,Falkland,NC,Pitt,35.6966,-77.5132,0.0667422261936502
43731,Crooksville,OH,Perry,39.7623,-82.084,0.066750821632842
50858,Orient,IA,Adair,41.2192,-94.3705,0.0667564691701166
68059,Springfield,NE,Sarpy,41.0765,-96.1438,0.0667568308607012
1003,Amherst,MA,Hampshire,42.3919,-72.5248,0.0667626466565178
77954,Cuero,TX,DeWitt,29.091,-97.2812,0.0667788580526744
12187,Warnerville,NY,Schoharie,42.5923,-74.4381,0.0668122146979012
48211,Detroit,MI,Wayne,42.3809,-83.0409,0.0668386712619619
48951,Lansing,MI,Ingham,42.7035,-84.5365,0.0668932676455899
61565,Sparland,IL,Marshall,41.0134,-89.4571,0.0668984941379145
43195,Groveport,OH,Franklin,39.8614,-82.8916,0.066904249017845
36790,Stanton,AL,Chilton,32.7332,-86.8963,0.0669403438537669
27054,Woodleaf,NC,Rowan,35.7901,-80.6051,0.0670641699182697
73105,Oklahoma City,OK,Oklahoma,35.5108,-97.5003,0.0670846372530394
48626,Hemlock,MI,Saginaw,43.4099,-84.2266,0.0671030330342803
14418,Branchport,NY,Yates,42.6065,-77.2052,0.0671064132584833
90037,Los Angeles,CA,Los Angeles,34.003,-118.2863,0.0671254497752962
45469,Dayton,OH,Montgomery,39.7405,-84.1789,0.0671382132537129
13152,Skaneateles,NY,Onondaga,42.9258,-76.4052,0.0671520255314425
10138,New York,NY,New York,40.7808,-73.9772,0.0671875634694814
50107,Grand Junction,IA,Greene,42.0296,-94.2336,0.0672047707249082
13324,Cold Brook,NY,Herkimer,43.3024,-74.9977,0.0672418993959451
14201,Buffalo,NY,Erie,42.8967,-78.8846,0.0673169118259884
20198,The Plains,VA,Fauquier,38.8707,-77.7608,0.0674106870966011
89557,Reno,NV,Washoe,39.5296,-119.8138,0.067439546575537
95077,Watsonville,CA,Santa Cruz,36.9116,-121.7575,0.0674421087914476
49001,Kalamazoo,MI,Kalamazoo,42.2736,-85.5457,0.0674653178755906
